# distance_from_target_mm,peak_normalized_WI_498nm  (digitized 2026-09-11 from Curt's plot screenshot, ~0.1 mm / 0.01 resolution, spikes median-filtered; replace with the measured data when available)
13.869,0.458
13.954,0.437
14.040,0.430
14.125,0.426
14.467,0.413
14.552,0.426
14.637,0.426
14.723,0.408
14.808,0.411
14.893,0.410
14.979,0.406
15.064,0.405
15.149,0.403
15.235,0.398
15.320,0.400
15.405,0.403
15.491,0.401
15.576,0.393
15.661,0.388
15.747,0.390
15.832,0.390
15.917,0.386
16.003,0.380
16.088,0.385
16.174,0.388
16.259,0.385
16.344,0.383
16.430,0.373
16.515,0.362
16.600,0.358
16.686,0.357
16.771,0.355
16.856,0.352
16.942,0.347
17.027,0.353
17.112,0.370
17.198,0.362
17.283,0.340
17.368,0.328
17.454,0.330
17.539,0.332
17.624,0.333
17.710,0.342
17.795,0.340
17.881,0.328
17.966,0.314
18.051,0.290
18.137,0.287
18.222,0.312
18.307,0.312
18.393,0.307
18.478,0.307
18.563,0.299
18.649,0.290
18.734,0.294
18.819,0.295
18.905,0.297
18.990,0.300
19.075,0.292
19.161,0.282
19.246,0.282
19.331,0.282
19.417,0.280
19.502,0.275
19.587,0.278
19.673,0.277
19.758,0.275
19.844,0.264
19.929,0.225
20.014,0.204
20.100,0.231
20.185,0.259
20.270,0.262
20.356,0.262
20.441,0.264
20.526,0.261
20.612,0.252
20.697,0.244
20.782,0.227
20.868,0.222
20.953,0.232
21.038,0.237
21.124,0.236
21.209,0.236
21.294,0.236
21.380,0.234
21.465,0.236
21.550,0.236
21.636,0.231
21.721,0.227
21.807,0.227
21.892,0.231
21.977,0.229
22.063,0.225
22.148,0.222
22.233,0.215
22.319,0.220
22.404,0.222
22.489,0.219
22.575,0.214
22.660,0.215
22.745,0.217
22.831,0.212
22.916,0.215
23.001,0.215
23.087,0.209
23.172,0.203
23.257,0.204
23.343,0.201
23.428,0.198
23.514,0.198
23.599,0.199
23.684,0.199
23.770,0.196
23.855,0.193
23.940,0.189
24.026,0.189
24.111,0.189
24.196,0.186
24.282,0.186
24.367,0.191
24.452,0.193
24.538,0.189
24.623,0.184
24.708,0.183
24.794,0.183
24.879,0.177
24.964,0.177
25.050,0.177
25.135,0.179
25.220,0.186
25.306,0.181
25.391,0.177
25.477,0.176
25.562,0.169
25.647,0.167
25.733,0.167
25.818,0.167
25.903,0.164
25.989,0.162
26.074,0.164
26.159,0.166
26.245,0.166
26.330,0.162
26.415,0.166
26.501,0.171
26.586,0.174
26.671,0.167
26.757,0.157
26.842,0.159
26.927,0.156
27.013,0.156
27.098,0.152
27.183,0.152
27.269,0.152
27.354,0.154
27.440,0.151
27.525,0.151
27.610,0.151
27.696,0.149
27.781,0.146
27.866,0.149
27.952,0.145
28.037,0.145
28.122,0.146
28.208,0.157
28.293,0.157
28.378,0.151
28.464,0.145
28.549,0.141
28.634,0.138
28.720,0.135
28.805,0.140
28.890,0.143
28.976,0.135
29.061,0.116
29.147,0.116
29.232,0.135
29.317,0.135
29.403,0.126
29.488,0.108
29.573,0.111
29.659,0.124
29.744,0.126
29.829,0.124
29.915,0.124
30.000,0.128
