R_m Z_m Te_eV Ti_eV O1+_sput O2+_sput O3+_sput O4+_sput O5+_sput O6+_sput O7+_sput O8+_sput Total_sput
1.86283450e+00 -3.76709030e-01 7.17275610e-01 4.97962031e+00 1.17874082e-06 1.85273132e-03 9.29941819e+06 7.93778357e-146 1.67175172e-239 4.10823303e-54 5.16043095e-112 7.15341903e-273 9.29941819e+06
1.86437350e+00 -3.86674850e-01 8.70163164e-01 5.01331238e+00 2.16922833e-06 2.85343312e-02 1.55710060e+08 1.45575758e-167 6.11444016e-216 2.62465651e-29 1.05762452e-137 1.18917045e-245 1.55710060e+08
1.86595270e+00 -3.96634370e-01 8.69788563e-01 5.01155054e+00 2.28885556e-06 2.93421761e-02 1.58347098e+08 3.04295956e-167 2.71493182e-216 1.00138682e-29 3.48875183e-137 3.36446729e-246 1.58347098e+08
1.86757210e+00 -4.06587450e-01 8.69415840e-01 5.00983083e+00 2.39740583e-06 3.00285477e-02 1.60795530e+08 6.27444671e-167 1.23216825e-216 3.92400567e-30 1.12719312e-136 9.84647815e-247 1.60795530e+08
1.86923160e+00 -4.16533910e-01 8.69415840e-01 5.00983083e+00 2.39740583e-06 3.00285477e-02 1.60795530e+08 6.27444671e-167 1.23216825e-216 3.92400567e-30 1.12719312e-136 9.84647815e-247 1.60795530e+08
1.87093110e+00 -4.26473610e-01 8.69050856e-01 5.00828837e+00 2.53034667e-06 3.05613373e-02 1.60683836e+08 1.18333180e-166 5.85152608e-217 1.62442750e-30 3.13946764e-136 3.14664097e-247 1.60683836e+08
1.87267080e+00 -4.36406370e-01 8.68692204e-01 5.00684138e+00 2.79527933e-06 3.34499157e-02 1.75372702e+08 2.37242132e-166 3.20760348e-217 7.87956409e-31 9.18872827e-136 1.18804322e-247 1.75372702e+08
1.87445040e+00 -4.46332030e-01 8.68692204e-01 5.00684138e+00 2.79527933e-06 3.34499157e-02 1.75372702e+08 2.37242132e-166 3.20760348e-217 7.87956409e-31 9.18872827e-136 1.18804322e-247 1.75372702e+08
1.87627010e+00 -4.56250440e-01 8.68262236e-01 5.00577100e+00 1.71582085e-06 2.20386045e-02 1.21640512e+08 2.82959047e-166 1.40178631e-217 3.23950775e-31 1.59392688e-135 4.24628373e-248 1.21640512e+08
1.87812970e+00 -4.66161430e-01 8.68262236e-01 5.00577100e+00 1.71582085e-06 2.20386045e-02 1.21640512e+08 2.82959047e-166 1.40178631e-217 3.23950775e-31 1.59392688e-135 4.24628373e-248 1.21640512e+08
1.88002930e+00 -4.76064840e-01 8.68262236e-01 5.00577100e+00 1.71582085e-06 2.20386045e-02 1.21640512e+08 2.82959047e-166 1.40178631e-217 3.23950775e-31 1.59392688e-135 4.24628373e-248 1.21640512e+08
1.88196880e+00 -4.85960510e-01 1.00762738e+00 4.99708535e+00 3.22604907e-06 2.01633930e-01 1.30712205e+05 2.92978336e-180 1.92202447e-203 2.04300253e-17 1.12076647e-148 5.25666817e-235 1.30712407e+05
1.88394820e+00 -4.95848280e-01 1.00698461e+00 4.99416694e+00 3.41886861e-06 2.05303979e-01 3.38956299e+05 9.73195412e-180 4.85424350e-204 4.01345174e-18 7.92993368e-148 6.28745271e-236 3.38956504e+05
1.88596750e+00 -5.05727990e-01 1.00670704e+00 4.99303541e+00 3.49408705e-06 2.06556742e-01 4.94274062e+05 1.56442024e-179 2.83626504e-204 2.12647884e-18 1.71200337e-147 2.75509297e-236 4.94274268e+05
1.88802650e+00 -5.15599480e-01 1.00646019e+00 4.99208940e+00 3.60628188e-06 2.08259792e-01 6.76834877e+05 2.30992715e-179 1.77743748e-204 1.23000303e-18 3.22138755e-147 1.34921759e-236 6.76835085e+05
1.89012540e+00 -5.25462580e-01 1.00601915e+00 4.99076302e+00 2.38086345e-06 1.50478809e-01 8.36240567e+05 3.37119681e-179 7.75508637e-205 4.93202835e-19 7.30144955e-147 4.51418974e-237 8.36240717e+05
1.89226400e+00 -5.35317150e-01 1.10793515e+00 4.96418641e+00 4.24510994e-06 7.04972799e-01 5.55022389e-03 2.05351436e-186 2.99959593e-198 1.89936606e-13 3.38341697e-151 1.68560067e-233 7.10527268e-01
1.89444230e+00 -5.45163000e-01 1.10747082e+00 4.96214930e+00 4.37874942e-06 7.09109008e-01 1.07616814e-02 4.72470828e-186 1.13384718e-198 6.02486283e-14 1.32095811e-150 3.78430377e-234 7.19875068e-01
1.89666030e+00 -5.55000000e-01 1.10697712e+00 4.96021109e+00 4.56290599e-06 7.13876183e-01 2.04001829e-02 1.05090488e-185 4.39625816e-199 1.97878886e-14 4.84369159e-150 8.90084671e-235 7.34280928e-01
1.90910000e+00 -5.79800000e-01 1.17567767e+00 4.91832923e+00 3.62072533e-06 1.06799162e+00 2.02402550e-05 3.94074008e-187 3.46965926e-199 4.44975842e-16 9.35652503e-147 1.59293532e-239 1.06801548e+00
1.91850000e+00 -5.83600000e-01 1.16704103e+00 4.88614458e+00 3.59343062e-06 7.33995647e-01 6.81919347e-01 2.05983329e-181 3.78335721e-206 3.06986969e-24 2.11137542e-137 4.68745543e-250 1.41591859e+00
1.92800000e+00 -5.87400000e-01 1.21344816e+00 4.88731956e+00 4.00920178e-06 1.48988576e+00 3.91307976e-06 1.07342273e-186 1.06222459e-200 9.66627376e-19 7.51362438e-143 1.70101367e-244 1.48989368e+00
1.93740000e+00 -5.91200000e-01 1.24398694e+00 4.88291545e+00 4.32452689e-06 2.29271403e+00 5.18589869e-09 2.06950835e-189 4.40386213e-198 2.87507916e-16 4.35013116e-145 2.22771307e-242 2.29271836e+00
1.94680000e+00 -5.95000000e-01 1.30239306e+00 4.86513667e+00 5.04407680e-06 4.92391285e+00 1.74511862e-13 3.14293952e-193 7.93589273e-195 1.32627592e-13 6.24255680e-147 4.07147988e-241 4.92391790e+00
1.95620000e+00 -5.98800000e-01 1.36079918e+00 4.84735789e+00 5.76362672e-06 1.02400607e+01 5.83482651e-18 4.74761999e-197 1.41880526e-191 5.80784330e-11 8.86087543e-149 7.39322215e-240 1.02400664e+01
1.96570000e+00 -6.02600000e-01 1.42118096e+00 4.83039221e+00 6.50424963e-06 2.15410104e+01 9.53308966e-23 3.27228497e-201 5.95048732e-188 6.23550891e-08 4.61378028e-151 3.87511593e-238 2.15410169e+01
1.97510000e+00 -6.06400000e-01 1.60198270e+00 4.77248814e+00 1.13097067e-05 2.14064254e+02 2.86901273e-36 1.27984885e-212 2.03084819e-178 2.37913108e+00 5.11040103e-156 4.36399558e-235 2.16443396e+02
1.98450000e+00 -6.10200000e-01 1.60872971e+00 4.76676389e+00 9.65536252e-06 1.98107098e+02 1.95027032e-36 1.44018511e-212 9.13727880e-179 7.34413016e-01 2.72974027e-155 4.73178783e-236 1.98841520e+02
1.99400000e+00 -6.14000000e-01 1.84549113e+00 4.69250733e+00 6.48478852e-05 5.00247088e+03 2.40806317e-54 8.50617649e-228 6.17043045e-166 2.22298206e+10 5.34078471e-162 1.90080489e-231 2.22298256e+10
2.00340000e+00 -6.17800000e-01 2.07580357e+00 4.61889220e+00 1.28501053e-03 7.29450282e+04 1.21948757e-71 2.05636232e-242 8.92671571e-154 1.18196029e+05 2.41480351e-168 1.72256500e-227 1.91141058e+05
2.01280000e+00 -6.21600000e-01 2.29907973e+00 4.54753095e+00 2.00549641e-02 8.48791795e+05 2.00299626e-88 1.37090131e-256 5.12648391e-142 1.66443506e-04 1.48297409e-174 1.06912310e-223 8.48791815e+05
2.02220000e+00 -6.25400000e-01 2.55860488e+00 4.44878457e+00 9.40635440e-01 2.41062183e+07 5.38290537e-106 1.32776401e-270 4.58397349e-131 5.16666721e-11 2.12546157e-177 9.59574066e-224 2.41062193e+07
2.03170000e+00 -6.29200000e-01 2.75409180e+00 4.30968459e+00 1.87500747e+01 2.58920770e+08 7.31817170e-112 2.01129333e-271 9.98860513e-135 2.41783202e-01 1.48540309e-162 6.72119388e-243 2.58920789e+08
2.04110000e+00 -6.33000000e-01 2.82259339e+00 4.19577642e+00 6.18380883e+01 5.22503896e+08 1.55876686e-106 6.13162008e-262 5.20670168e-148 1.08041411e+10 3.08155528e-140 7.32146404e-269 1.13266450e+10
2.05050000e+00 -6.36800000e-01 2.82777645e+00 4.03919669e+00 7.08383699e+01 3.11089039e+08 1.79252553e-89 3.96138126e-239 2.36851622e-176 7.05057577e-25 9.21051294e-100 1.11819525e-250 3.11089110e+08
2.05990000e+00 -6.40600000e-01 2.82758497e+00 3.94589932e+00 1.14726613e+02 3.73220433e+08 1.00307792e-78 5.48630382e-225 2.04876595e-193 1.89547831e-45 4.10656589e-75 1.41749974e-222 3.73220548e+08
2.06940000e+00 -6.44400000e-01 2.79826340e+00 3.87565555e+00 1.36916989e+02 4.13651690e+08 2.93881465e-67 5.44788611e-211 1.98781276e-209 3.97570649e-64 3.17513259e-53 4.26016910e-198 4.13651827e+08
2.07880000e+00 -6.48200000e-01 2.79371160e+00 3.82433201e+00 2.20008574e+02 6.75894436e+08 1.22788864e-60 1.54963415e-202 3.56551683e-219 7.75859051e-76 4.58064967e-39 4.70060761e-182 6.75894656e+08
2.08820000e+00 -6.52000000e-01 2.80453641e+00 3.78954537e+00 3.83246153e+02 1.22458911e+09 1.32221505e-57 2.94936372e-198 3.46471119e-224 3.42527977e-82 5.37003897e-31 1.02489609e-172 1.22458949e+09
2.09770000e+00 -6.55800000e-01 2.88730441e+00 3.87259823e+00 1.95319751e+03 9.52630176e+09 8.49965449e-76 1.64476808e-219 2.45715320e-199 2.84384281e-54 8.60062620e-62 1.27785795e-206 9.52630371e+09
2.10710000e+00 -6.59600000e-01 3.30558232e+00 4.30261006e+00 2.59849746e+06 2.09706849e-10 9.83886318e-170 8.01960978e-233 2.33023733e-72 1.42905998e-59 1.58981077e-220 6.93907940e-182 2.59849746e+06
2.11650000e+00 -6.63400000e-01 4.37299346e+00 5.60066735e+00 1.40046829e-17 7.59278795e-225 2.44484351e-128 1.39379264e-52 4.43699056e-261 6.36430070e-92 5.92822298e+14 7.63345185e+15 8.22627415e+15
2.12590000e+00 -6.67200000e-01 6.64275783e+00 7.95769476e+00 4.56242980e-204 4.03474690e-64 4.29822101e-201 2.41156920e+14 3.19217266e+16 6.99783384e+17 3.03704603e+17 1.44630575e+17 1.18028145e+18
2.13540000e+00 -6.71000000e-01 9.00858816e+00 9.89992014e+00 5.77321835e-105 8.84594287e-89 1.26807677e+16 5.51580319e+16 2.22492000e+17 3.20470288e+18 1.00565751e+18 3.97679876e+17 4.89837107e+18
2.14480000e+00 -6.74800000e-01 5.78670695e+00 7.94434864e+00 1.66925536e-262 2.43676181e-05 1.62166830e-264 6.49134943e-04 3.84590289e+15 1.31682094e+17 6.04403658e+16 3.14538655e+16 2.27422228e+17
2.15420000e+00 -6.78600000e-01 3.82706723e+00 5.64508044e+00 3.95274203e+09 2.08957741e-169 4.23139720e-186 1.06219113e+01 1.15638360e-209 3.85165452e-144 1.11877600e+13 2.08362272e+14 2.19553985e+14
2.16370000e+00 -6.82400000e-01 3.33101275e+00 5.00642907e+00 3.62499200e+05 2.06761218e-67 1.16915130e-252 8.01893114e-127 1.28125665e-35 2.82883476e-221 7.09395136e-157 6.57775199e+11 6.57775561e+11
2.17310000e+00 -6.86200000e-01 2.71711641e+00 4.30018906e+00 4.78179703e+00 1.72357558e+08 1.38891980e-106 9.00856369e-266 1.25735416e-140 2.55656800e+05 3.23918233e-156 3.14988700e-250 1.72613220e+08
2.18250000e+00 -6.90000000e-01 2.52619406e+00 4.05599779e+00 7.69072268e-02 8.83687032e+05 9.38195064e-59 6.29137606e-209 6.57004503e-208 4.85541964e-56 1.09802789e-71 2.62689950e-223 8.83687109e+05
2.19190000e+00 -6.93800000e-01 2.51457835e+00 4.00767771e+00 2.97989323e-02 2.59767128e+05 2.15580243e-52 9.75481172e-201 2.01641117e-218 2.60217507e-68 5.85191246e-58 8.97712131e-208 2.59767158e+05
2.20140000e+00 -6.97600000e-01 2.50350254e+00 3.95946440e+00 3.09213548e-03 1.62587371e+03 2.26624417e-47 4.71615106e-193 4.20879941e-229 1.25869547e-80 1.92801729e-44 1.93775633e-192 1.62587680e+03
2.21080000e+00 -7.01400000e-01 2.49188683e+00 3.91114432e+00 1.06000413e-02 8.99659276e+04 3.41607862e-39 3.52856181e-184 1.85400474e-239 1.05054745e-94 9.76417500e-32 1.47083773e-177 8.99659382e+04
2.22020000e+00 -7.05200000e-01 2.48027113e+00 3.86282424e+00 1.66831697e-02 1.04802567e+05 3.11402667e-32 2.30171477e-175 2.94265771e-249 7.88886300e-105 1.04415634e-16 3.32723021e-161 1.04802583e+05
2.22970000e+00 -7.09000000e-01 2.62852356e+00 4.01031398e+00 5.22273773e-01 7.07022261e+06 2.05526318e-64 6.62840803e-213 1.46879521e-204 1.21686167e-54 4.21363304e-71 4.41392809e-221 7.07022313e+06
2.23910000e+00 -7.12800000e-01 3.34978471e+00 4.81164956e+00 2.62169722e+05 6.86820951e-55 7.43061420e-233 1.70852665e-153 2.12118131e-01 4.20830822e-180 9.14086437e-206 1.27713175e-27 2.62169934e+05
2.24850000e+00 -7.16600000e-01 3.86122034e+00 5.40611596e+00 2.09679206e+09 1.82964675e-155 7.45634161e-209 1.40890954e-07 4.52789000e-169 5.01055426e-194 5.48092265e+06 1.44527452e+13 1.44548474e+13
2.25790000e+00 -7.20400000e-01 5.85668110e+00 7.36612986e+00 5.67674358e-249 1.13630342e-40 1.22565894e-207 6.45098722e-82 3.75020208e+14 2.12628000e+16 8.60137209e+15 4.18061156e+15 3.44198039e+16
2.26740000e+00 -7.24200000e-01 5.76279138e+00 6.83571511e+00 2.02938753e-218 3.32491299e-90 1.41737790e-137 5.14386997e-171 5.14471582e+13 1.18649830e+16 5.36899125e+15 2.60846288e+15 1.98938843e+16
2.27680000e+00 -7.28000000e-01 3.03040070e+00 3.82399222e+00 2.80573759e+03 1.45482699e+10 1.31660224e-86 2.44683287e-228 4.29873136e-193 1.91201230e-50 1.54126137e-66 1.15617028e-209 1.45482727e+10
2.28620000e+00 -7.31800000e-01 2.21200272e+00 2.73144381e+00 2.20478657e-02 8.85179078e+01 5.37902467e+06 2.04816584e+11 4.66624875e-77 6.68883631e-178 9.84286354e-280 5.00682433e-184 2.04821963e+11
2.29570000e+00 -7.35600000e-01 1.93003085e+00 2.38234426e+00 1.91881739e-02 1.46123030e-01 2.78212182e+03 2.27730307e+07 2.50747119e+11 6.67779227e-69 8.83796335e-158 1.43062682e-246 2.50769895e+11
2.30510000e+00 -7.39400000e-01 1.79953735e+00 2.27362180e+00 1.50957575e-02 1.37056223e-02 1.44445692e+02 6.75753531e+05 6.14783975e+09 3.87521350e-30 5.60444136e-115 1.04721956e-199 6.14851565e+09
2.31450000e+00 -7.43200000e-01 1.74578188e+00 2.27426636e+00 1.04325017e-02 1.27318574e-02 5.77947994e+01 2.53278289e+05 3.49637058e+09 3.82478461e-24 5.37486741e-109 1.08785046e-193 3.49662391e+09
2.32390000e+00 -7.47000000e-01 1.73856502e+00 2.34485423e+00 7.34648858e-03 9.61063488e-03 7.31941001e+01 4.45204188e+05 1.11877356e+10 5.70464224e-39 1.97432295e-126 1.08942064e-213 1.11881808e+10
2.33340000e+00 -7.50800000e-01 1.56604211e+00 2.21084212e+00 9.14070353e-04 1.13494401e-03 1.87365744e-01 6.67933334e+02 1.01034721e+07 5.84472198e+09 1.83719730e-73 9.65949086e-156 5.85482612e+09
2.34280000e+00 -7.54600000e-01 1.31811029e+00 2.29372864e+00 6.78565305e-04 8.42161509e-04 1.85270518e-02 9.25505215e+01 1.96187481e+06 1.27813577e+11 1.53815713e-67 6.93868527e-153 1.27815539e+11
2.35220000e+00 -7.58400000e-01 5.78744693e-01 2.54559756e+00 4.79852341e-06 4.64744555e-06 3.18082685e-06 3.50386066e-03 2.18284787e+02 4.41981614e+07 6.48628835e-53 1.47039721e-147 4.41983797e+07
2.36160000e+00 -7.62200000e-01 3.64736210e-01 2.64584332e+00 1.32794148e-06 1.17235561e-06 7.68722579e-07 3.15910110e-04 3.01071592e+01 9.28649660e+06 1.00555014e-55 4.53344961e-154 9.28652671e+06
2.37110000e+00 -7.66000000e-01 2.18188396e-01 2.64790814e+00 3.05743127e-07 2.17635956e-07 1.26259010e-07 8.96468062e-06 8.89083302e-01 2.82691374e+05 9.63438056e-41 4.74192014e-139 2.82692263e+05
2.38050000e+00 -7.69800000e-01 1.23830972e-01 2.58918468e+00 7.76058124e-08 4.43378916e-08 3.15209842e-08 4.00580036e-07 2.20723807e-02 3.53789267e+03 1.07105228e-15 1.75830861e-111 3.53791475e+03
2.44600000e+00 -7.96400000e-01 3.00000000e-02 1.40931902e+00 9.15933739e-09 1.47830759e-10 1.45469816e-10 5.58025206e-11 7.05874864e-11 5.36014605e-10 5.08609078e-11 5.13198464e-08 6.14857499e-08
2.44600000e+00 -9.40000000e-01 3.00000000e-02 6.48937292e-01 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
2.58000000e+00 -9.40000000e-01 3.00000000e-02 3.00000000e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
2.58000000e+00 -8.59400000e-01 3.00000000e-02 4.19809400e-01 9.44264646e-10 7.71929079e-10 1.88569600e-09 1.19466916e-09 1.06964305e-09 1.06167557e-09 1.01043495e-09 5.76101800e-10 8.51441425e-09
2.58000000e+00 -8.39400000e-01 3.00000000e-02 7.95170847e-01 9.55915552e-11 7.32812949e-11 6.26615034e-11 5.69308158e-11 5.24794561e-11 4.75470152e-11 4.20618951e-11 3.60664167e-11 4.66619952e-10
2.59000000e+00 -8.39400000e-01 3.00000000e-02 6.36950758e-01 1.75785932e-08 1.43703646e-08 3.51044413e-08 2.22401667e-08 1.99126591e-08 1.97643351e-08 1.88104309e-08 1.07248103e-08 1.58505801e-07
2.59000000e+00 -7.30400000e-01 7.06301474e-02 4.44932598e-01 2.75460508e-08 1.58784230e-08 2.63408341e-08 3.57250904e-08 1.56971134e-07 2.82059468e-06 5.67689840e-07 2.66648346e-07 3.91739440e-06
2.47200000e+00 -7.30400000e-01 3.34344923e-02 2.27781481e+00 1.41236989e-08 2.27091174e-09 2.59297579e-09 2.89187669e-09 1.00153359e-06 3.70302062e-02 1.07290420e+02 2.12361426e-10 1.07327451e+02
2.46200000e+00 -7.13400000e-01 1.01475984e-01 2.55371768e+00 1.29462500e-07 8.52009659e-08 5.46678124e-08 2.79593658e-07 1.40304625e-02 2.70253224e+03 8.77471460e-04 1.60711454e-98 2.70254715e+03
2.46200000e+00 -6.93400000e-01 2.57899433e+00 5.74590229e+00 6.81549614e+01 1.14116001e-39 5.12496965e-252 3.71046265e-101 2.39614653e-89 1.07923667e-260 5.98624253e-48 3.90431538e+13 3.90431538e+13
2.39000000e+00 -6.93400000e-01 9.15676622e+00 9.76252494e+00 3.33223710e-117 2.25506654e-83 1.99961393e+15 1.14092088e+16 8.20308796e+16 1.94713530e+18 5.86786089e+17 3.12963371e+17 2.94232446e+18
2.38100000e+00 -6.84400000e-01 5.15739681e+00 5.16652477e+00 6.86069426e-90 8.06482011e-281 3.23031755e-90 1.27626714e-76 7.13341922e-269 3.38533566e-102 4.10048852e+13 6.75620707e+14 7.16625592e+14
2.39000000e+00 -6.75400000e-01 7.68298946e+00 7.90923494e+00 9.33877639e-91 9.07839023e-178 1.55296732e-91 2.01009660e+14 5.70453694e+15 1.25876363e+17 4.85454433e+16 2.95821929e+16 2.09909546e+17
2.78600000e+00 -6.75400000e-01 3.00037355e-02 3.00778689e-02 6.71735004e-08 5.26039931e-08 1.33982743e-07 8.77991131e-08 7.65200548e-08 7.80865425e-08 7.43596828e-08 4.73865405e-08 6.17912170e-07
2.78600000e+00 -6.93400000e-01 3.00000000e-02 3.00000000e-02 9.57431653e-08 7.66357823e-08 1.94565894e-07 1.26588582e-07 1.10860499e-07 1.10470433e-07 1.06926514e-07 6.64041470e-08 8.88195018e-07
2.75000000e+00 -6.93400000e-01 3.00000000e-02 3.37986710e-02 9.10505509e-08 6.95543960e-08 1.76248933e-07 1.16043366e-07 1.01562234e-07 1.15222189e-07 9.94158971e-08 6.30854617e-08 8.32183027e-07
2.75000000e+00 -7.08400000e-01 3.00000000e-02 3.00000000e-02 1.12174102e-07 8.83082474e-08 2.24680840e-07 1.46734034e-07 1.27885070e-07 1.27492409e-07 1.23626909e-07 7.78360620e-08 1.02873767e-06
2.69800000e+00 -7.08400000e-01 3.52087219e-02 7.44085872e-02 2.46987329e-08 1.28854358e-08 2.81687960e-08 2.02468379e-08 2.39965301e-08 1.61892034e-07 3.94016896e-08 2.19564108e-08 3.33246467e-07
2.69500000e+00 -7.30400000e-01 3.00000000e-02 3.00000000e-02 2.44158410e-08 1.14077783e-08 2.31440360e-08 1.36110245e-08 1.11828323e-08 1.06902179e-08 1.01984687e-08 6.35845152e-09 1.11008650e-07
2.66000000e+00 -7.30400000e-01 6.95935657e-02 3.57012621e-01 8.36497002e-08 5.79374835e-08 1.33258617e-07 1.02462448e-07 1.95678912e-07 2.49501949e-06 5.34926476e-07 2.57610414e-07 3.86054354e-06
2.66000000e+00 -8.39400000e-01 3.00000000e-02 8.34152904e-02 3.95751154e-07 3.24037038e-07 8.03738758e-07 5.13633953e-07 4.57206215e-07 4.53883712e-07 4.35260625e-07 2.54631185e-07 3.63814264e-06
2.67000000e+00 -8.39400000e-01 3.00000000e-02 3.00000000e-02 4.39407826e-07 3.59902148e-07 8.91563943e-07 5.69327510e-07 5.07110946e-07 5.03437627e-07 4.82448159e-07 2.81529836e-07 4.03472799e-06
2.67000000e+00 -8.59400000e-01 3.00000000e-02 3.00000000e-02 4.93184584e-07 4.03480540e-07 9.88915325e-07 6.27689042e-07 5.61365460e-07 5.57225901e-07 5.31184351e-07 3.04479373e-07 4.46752458e-06
2.67000000e+00 -9.05600000e-01 3.00000000e-02 3.00069811e-02 1.00202798e-07 7.92043736e-08 1.88037105e-07 1.17129517e-07 1.02783596e-07 9.85988243e-08 9.04621341e-08 4.93137777e-08 8.25732126e-07
2.79900000e+00 -8.62300000e-01 3.00000000e-02 3.00000000e-02 2.86571212e-09 9.94098629e-09 2.69091078e-08 1.66491188e-08 1.42785672e-08 1.34125615e-08 1.20306678e-08 6.40490214e-09 1.02491624e-07
2.80227400e+00 -7.89011660e-01 3.00000000e-02 3.00000000e-02 3.07994468e-07 2.50005348e-07 6.06163086e-07 3.83214352e-07 3.43580150e-07 3.39187720e-07 3.20708213e-07 1.80402917e-07 2.73125625e-06
2.81127730e+00 -7.84605350e-01 3.00000000e-02 3.00000000e-02 2.72660249e-07 2.21080914e-07 5.35168424e-07 3.38063512e-07 3.02806795e-07 2.98403822e-07 2.81627929e-07 1.57960118e-07 2.40777176e-06
2.82022950e+00 -7.80096300e-01 3.00000000e-02 3.00000000e-02 2.40246061e-07 1.94228685e-07 4.69029465e-07 2.95836549e-07 2.64679180e-07 2.60398479e-07 2.45319695e-07 1.37227970e-07 2.10696608e-06
2.82912950e+00 -7.75485120e-01 3.00000000e-02 3.00000000e-02 2.04827967e-07 1.65021290e-07 3.97940661e-07 2.50706668e-07 2.23877954e-07 2.19888180e-07 2.06883345e-07 1.15594474e-07 1.78474054e-06
2.83797620e+00 -7.70772410e-01 3.00000000e-02 3.00000000e-02 1.80043093e-07 1.44874009e-07 3.49581132e-07 2.20342031e-07 1.96627453e-07 1.93009362e-07 1.81534053e-07 1.01404535e-07 1.56741567e-06
2.84676840e+00 -7.65958770e-01 3.00000000e-02 3.00000000e-02 1.55796384e-07 1.25654395e-07 2.99978763e-07 1.86855551e-07 1.64941347e-07 1.60494192e-07 1.49857093e-07 8.31800091e-08 1.32675773e-06
2.85550500e+00 -7.61044850e-01 3.00000000e-02 3.00000000e-02 1.94364904e-07 1.60494056e-07 3.65929723e-07 2.17060885e-07 1.83944237e-07 1.72947060e-07 1.56749676e-07 8.46976284e-08 1.53618817e-06
2.86418470e+00 -7.56031280e-01 3.00000000e-02 3.00000000e-02 2.26909200e-07 1.89942822e-07 4.21435675e-07 2.42300413e-07 1.99648902e-07 1.83048094e-07 1.62121218e-07 8.57004975e-08 1.71110682e-06
2.87280650e+00 -7.50918730e-01 3.00000000e-02 3.00000000e-02 2.20625956e-07 1.84476957e-07 4.09175592e-07 2.35219384e-07 1.93799010e-07 1.77675836e-07 1.57358998e-07 8.31818559e-08 1.66151359e-06
2.88136920e+00 -7.45707850e-01 3.00000000e-02 3.00000000e-02 2.07353630e-07 1.73660986e-07 3.85630145e-07 2.21904665e-07 1.83058803e-07 1.68092724e-07 1.49116014e-07 7.89260581e-08 1.56774302e-06
2.88987180e+00 -7.40399340e-01 3.00000000e-02 3.00000000e-02 1.92648618e-07 1.61806275e-07 3.59958161e-07 2.07442611e-07 1.71444568e-07 1.57786636e-07 1.40303807e-07 7.43987199e-08 1.46578940e-06
2.89831300e+00 -7.34993890e-01 3.00000000e-02 3.00000000e-02 1.79043231e-07 1.50877840e-07 3.36334151e-07 1.94151594e-07 1.60786992e-07 1.48347466e-07 1.32249616e-07 7.02679733e-08 1.37205886e-06
2.90669190e+00 -7.29492200e-01 3.00000000e-02 3.00000000e-02 1.66538010e-07 1.40876079e-07 3.14758931e-07 1.82032056e-07 1.51086413e-07 1.39775495e-07 1.24953665e-07 6.65339260e-08 1.28655458e-06
2.91500720e+00 -7.23895000e-01 3.00000000e-02 3.00000000e-02 1.55135805e-07 1.31803310e-07 2.95237551e-07 1.71086853e-07 1.42345135e-07 1.32072777e-07 1.18417720e-07 6.31974898e-08 1.20929664e-06
2.92325800e+00 -7.18203020e-01 3.00000000e-02 3.00000000e-02 1.43466092e-07 1.21509953e-07 2.74508457e-07 1.60815160e-07 1.35237808e-07 1.26780497e-07 1.14779489e-07 6.18120627e-08 1.13890952e-06
2.93144310e+00 -7.12417010e-01 3.00000000e-02 3.00000000e-02 1.30517483e-07 1.10027805e-07 2.51255833e-07 1.49209260e-07 1.27125639e-07 1.20648480e-07 1.10466579e-07 6.01076745e-08 1.05935875e-06
2.93956140e+00 -7.06537710e-01 3.00000000e-02 3.00000000e-02 1.18679849e-07 9.95356177e-08 2.30108050e-07 1.38730711e-07 1.19873838e-07 1.15244029e-07 1.06745547e-07 5.86886278e-08 9.87606270e-07
2.94761200e+00 -7.00565910e-01 3.00000000e-02 3.00000000e-02 1.07953512e-07 9.00336718e-08 2.11065570e-07 1.29379658e-07 1.13482428e-07 1.10567080e-07 1.03616257e-07 5.75548128e-08 9.23652989e-07
2.95559370e+00 -6.94502380e-01 3.00000000e-02 3.00000000e-02 9.83409307e-08 8.15241501e-08 1.94132867e-07 1.21158378e-07 1.07953041e-07 1.06618906e-07 1.01079652e-07 5.67066308e-08 8.67514556e-07
2.96350540e+00 -6.88347920e-01 3.00000000e-02 3.00000000e-02 8.33134424e-08 6.90999680e-08 1.65066463e-07 1.03613768e-07 9.27999808e-08 9.20725934e-08 8.76326770e-08 4.93227644e-08 7.42921656e-07
2.97134630e+00 -6.82103340e-01 3.00000000e-02 3.00000000e-02 4.83977728e-08 4.19920281e-08 9.23956697e-08 5.33821510e-08 4.43938050e-08 4.12462796e-08 3.70767755e-08 1.98157924e-08 3.78700274e-07
2.97911520e+00 -6.75769440e-01 3.00000000e-02 3.00000000e-02 4.14071591e-08 3.61258950e-08 8.04154151e-08 4.70320921e-08 3.95623173e-08 3.71482255e-08 3.37237350e-08 1.81882348e-08 3.33603074e-07
2.98681110e+00 -6.69347070e-01 3.00000000e-02 3.00000000e-02 3.54611898e-08 3.11774346e-08 7.03702996e-08 4.17390375e-08 3.55598789e-08 3.37759066e-08 3.09846926e-08 1.68696915e-08 2.95938131e-07
